Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,KEGG Pathway,24,mmu04927,Cortisol synthesis and secretion - Mus musculus (house mouse),,-3.3,19,7.2,21160,72,46,3,6.5,3.6,14672|14682|14683,Gna11|Gnaq|Gnas,-1.7
MyList,Reactome Gene Sets,6,R-MMU-9663891,Selective autophagy,,-3.3,19,7.2,21160,73,46,3,6.5,3.6,13424|22152|22334,Dync1h1|Tubb3|Vdac2,-1.7
MyList,WikiPathways,27,WP5298,Dravet syndrome Scn1a A1783V point mutation model,,-3.3,19,7.2,21160,73,46,3,6.5,3.6,12322|20910|72961,Camk2a|Stxbp1|Slc17a7,-1.7
MyList,GO Biological Processes,19,GO:0009259,ribonucleotide metabolic process,19_GO:0009987 cellular process,-3.3,7.4,5.3,21160,311,46,5,11,4.6,11964|15275|18293|56421|98660,Atp6v1a|Hk1|Ogdh|Pfkp|Atp1a2,-1.7
MyList,GO Biological Processes,19,GO:0055117,regulation of cardiac muscle contraction,19_GO:0032501 multicellular organismal process,-3.3,19,7.1,21160,74,46,3,6.5,3.6,11938|15519|98660,Atp2a2|Hsp90aa1|Atp1a2,-1.7
MyList,KEGG Pathway,24,mmu04918,Thyroid hormone synthesis - Mus musculus (house mouse),,-3.3,19,7.1,21160,74,46,3,6.5,3.6,14682|14683|98660,Gnaq|Gnas|Atp1a2,-1.7
MyList,GO Biological Processes,19,GO:0140029,exocytic process,19_GO:0051179 localization,-3.3,19,7.1,21160,74,46,3,6.5,3.6,20614|20910|104015,Snap25|Stxbp1|Synj1,-1.7
MyList,GO Biological Processes,19,GO:0072655,establishment of protein localization to mitochondrion,19_GO:0051179 localization,-3.3,19,7.1,21160,74,46,3,6.5,3.6,15275|15519|15525,Hk1|Hsp90aa1|Hspa4,-1.7
MyList,KEGG Pathway,24,mmu05214,Glioma - Mus musculus (house mouse),,-3.3,19,7.1,21160,74,46,3,6.5,3.6,12322|12323|15461,Camk2a|Camk2b|Hras,-1.7
MyList,GO Biological Processes,19,GO:0051650,establishment of vesicle localization,19_GO:0051179 localization,-3.2,11,5.9,21160,175,46,4,8.7,4.2,19349|20614|20910|104015,Rab7|Snap25|Stxbp1|Synj1,-1.7
MyList,WikiPathways,27,WP572,EGFR1 signaling pathway,,-3.2,11,5.9,21160,175,46,4,8.7,4.2,11771|12322|15461|20910,Ap2a1|Camk2a|Hras|Stxbp1,-1.7
MyList,KEGG Pathway,24,mmu04217,Necroptosis - Mus musculus (house mouse),,-3.2,10,5.9,21160,177,46,4,8.7,4.2,12322|12323|15519|22334,Camk2a|Camk2b|Hsp90aa1|Vdac2,-1.7
MyList,Reactome Gene Sets,6,R-MMU-9837999,Mitochondrial protein degradation,,-3.2,18,7,21160,76,46,3,6.5,3.6,11429|18293|18597,Aco2|Ogdh|Pdha1,-1.7
MyList,GO Biological Processes,19,GO:0051222,positive regulation of protein transport,19_GO:0051179 localization,-3.2,7.2,5.2,21160,318,46,5,11,4.6,14672|14682|14683|15519|20614,Gna11|Gnaq|Gnas|Hsp90aa1|Snap25,-1.7
MyList,KEGG Pathway,24,mmu05152,Tuberculosis - Mus musculus (house mouse),,-3.2,10,5.8,21160,180,46,4,8.7,4.2,12322|12323|19349|108664,Camk2a|Camk2b|Rab7|Atp6v1h,-1.7
MyList,GO Biological Processes,19,GO:0090559,regulation of membrane permeability,19_GO:0065007 biological regulation,-3.2,18,6.9,21160,77,46,3,6.5,3.6,12322|12799|22334,Camk2a|Cnp|Vdac2,-1.7
MyList,GO Biological Processes,19,GO:0019693,ribose phosphate metabolic process,19_GO:0009987 cellular process,-3.2,7.2,5.2,21160,320,46,5,11,4.6,11964|15275|18293|56421|98660,Atp6v1a|Hk1|Ogdh|Pfkp|Atp1a2,-1.7
MyList,GO Biological Processes,19,GO:0098657,import into cell,19_GO:0051179 localization,-3.2,4.7,4.6,21160,683,46,7,15,5.3,11771|11772|15461|19349|98660|104015|108664,Ap2a1|Ap2a2|Hras|Rab7|Atp1a2|Synj1|Atp6v1h,-1.7
MyList,KEGG Pathway,24,mmu04360,Axon guidance - Mus musculus (house mouse),,-3.2,10,5.8,21160,181,46,4,8.7,4.2,12322|12323|15461|65254,Camk2a|Camk2b|Hras|Dpysl5,-1.7
MyList,GO Biological Processes,19,GO:0006813,potassium ion transport,19_GO:0051179 localization,-3.2,10,5.8,21160,182,46,4,8.7,4.2,18195|20614|72961|98660,Nsf|Snap25|Slc17a7|Atp1a2,-1.7
MyList,GO Biological Processes,19,GO:0021537,telencephalon development,19_GO:0032502 developmental process,-3.2,7.1,5.2,21160,324,46,5,11,4.6,18293|22348|68585|98660|235380,Ogdh|Slc32a1|Rtn4|Atp1a2|Dmxl2,-1.7
MyList,Reactome Gene Sets,6,R-MMU-3371556,Cellular response to heat stress,,-3.2,17,6.8,21160,79,46,3,6.5,3.6,12322|12323|15519,Camk2a|Camk2b|Hsp90aa1,-1.6
MyList,GO Biological Processes,19,GO:0050806,positive regulation of synaptic transmission,19_GO:0048518 positive regulation of biological process,-3.2,7,5.1,21160,327,46,5,11,4.6,12323|13385|20614|20910|50997,Camk2b|Dlg4|Snap25|Stxbp1|Mpp2,-1.6
MyList,GO Biological Processes,19,GO:0006897,endocytosis,19_GO:0051179 localization,-3.1,5.5,4.8,21160,500,46,6,13,5,11771|11772|15461|19349|104015|108664,Ap2a1|Ap2a2|Hras|Rab7|Synj1|Atp6v1h,-1.6
MyList,GO Biological Processes,19,GO:0022406,membrane docking,19_GO:0009987 cellular process,-3.1,17,6.7,21160,82,46,3,6.5,3.6,11938|19349|20910,Atp2a2|Rab7|Stxbp1,-1.6
MyList,GO Biological Processes,19,GO:0009185,ribonucleoside diphosphate metabolic process,19_GO:0009987 cellular process,-3.1,17,6.7,21160,82,46,3,6.5,3.6,15275|18293|56421,Hk1|Ogdh|Pfkp,-1.6
MyList,GO Biological Processes,19,GO:0051648,vesicle localization,19_GO:0051179 localization,-3.1,9.6,5.6,21160,191,46,4,8.7,4.2,19349|20614|20910|104015,Rab7|Snap25|Stxbp1|Synj1,-1.6
MyList,GO Biological Processes,19,GO:0072521,purine-containing compound metabolic process,19_GO:0009987 cellular process,-3.1,5.4,4.7,21160,510,46,6,13,5,11964|15275|18293|18597|56421|98660,Atp6v1a|Hk1|Ogdh|Pdha1|Pfkp|Atp1a2,-1.6
MyList,KEGG Pathway,24,mmu04012,ErbB signaling pathway - Mus musculus (house mouse),,-3.1,16,6.6,21160,84,46,3,6.5,3.6,12322|12323|15461,Camk2a|Camk2b|Hras,-1.6
MyList,Reactome Gene Sets,6,R-MMU-380320,Recruitment of NuMA to mitotic centrosomes,,-3.1,16,6.6,21160,85,46,3,6.5,3.6,13424|15519|22152,Dync1h1|Hsp90aa1|Tubb3,-1.6
MyList,GO Biological Processes,19,GO:0070585,protein localization to mitochondrion,19_GO:0051179 localization,-3.1,16,6.6,21160,85,46,3,6.5,3.6,15275|15519|15525,Hk1|Hsp90aa1|Hspa4,-1.6
MyList,GO Biological Processes,19,GO:0050714,positive regulation of protein secretion,19_GO:0051179 localization,-3.1,9.4,5.5,21160,195,46,4,8.7,4.2,14672|14682|14683|20614,Gna11|Gnaq|Gnas|Snap25,-1.6
MyList,GO Biological Processes,19,GO:0050708,regulation of protein secretion,19_GO:0051179 localization,-3.1,6.7,5,21160,343,46,5,11,4.6,14672|14682|14683|14687|20614,Gna11|Gnaq|Gnas|Gnaz|Snap25,-1.6
MyList,GO Biological Processes,19,GO:1904888,cranial skeletal system development,19_GO:0032502 developmental process,-3.1,16,6.5,21160,86,46,3,6.5,3.6,14672|14682|14683,Gna11|Gnaq|Gnas,-1.6
MyList,Reactome Gene Sets,6,R-MMU-416476,G alpha (q) signalling events,,-3.1,9.3,5.5,21160,197,46,4,8.7,4.2,14672|14682|15461|269060,Gna11|Gnaq|Hras|Dagla,-1.6
MyList,GO Biological Processes,19,GO:0009132,nucleoside diphosphate metabolic process,19_GO:0009987 cellular process,-3,16,6.5,21160,87,46,3,6.5,3.6,15275|18293|56421,Hk1|Ogdh|Pfkp,-1.5
MyList,KEGG Pathway,24,mmu04970,Salivary secretion - Mus musculus (house mouse),,-3,16,6.5,21160,87,46,3,6.5,3.6,14682|14683|98660,Gnaq|Gnas|Atp1a2,-1.5
MyList,GO Biological Processes,19,GO:0046434,organophosphate catabolic process,19_GO:0009987 cellular process,-3,9.2,5.5,21160,199,46,4,8.7,4.2,12799|15275|18293|56421,Cnp|Hk1|Ogdh|Pfkp,-1.5
MyList,GO Biological Processes,19,GO:0046883,regulation of hormone secretion,19_GO:0051179 localization,-3,6.6,4.9,21160,350,46,5,11,4.6,14672|14682|14683|14687|20614,Gna11|Gnaq|Gnas|Gnaz|Snap25,-1.5
MyList,GO Biological Processes,19,GO:0046887,positive regulation of hormone secretion,19_GO:0051179 localization,-3,9.1,5.4,21160,202,46,4,8.7,4.2,14672|14682|14683|20614,Gna11|Gnaq|Gnas|Snap25,-1.5
MyList,Reactome Gene Sets,6,R-MMU-199991,Membrane Trafficking,,-3,5.2,4.6,21160,533,46,6,13,5,11771|11772|13424|18195|19349|22152,Ap2a1|Ap2a2|Dync1h1|Nsf|Rab7|Tubb3,-1.5
MyList,GO Biological Processes,19,GO:0006942,regulation of striated muscle contraction,19_GO:0032501 multicellular organismal process,-3,15,6.3,21160,91,46,3,6.5,3.6,11938|15519|98660,Atp2a2|Hsp90aa1|Atp1a2,-1.5
MyList,Reactome Gene Sets,6,R-MMU-6807878,COPI-mediated anterograde transport,,-3,15,6.3,21160,91,46,3,6.5,3.6,13424|18195|22152,Dync1h1|Nsf|Tubb3,-1.5
MyList,GO Biological Processes,19,GO:0007611,learning or memory,19_GO:0032501 multicellular organismal process,-3,6.4,4.8,21160,357,46,5,11,4.6,17754|20614|72961|98660|104015,Map1a|Snap25|Slc17a7|Atp1a2|Synj1,-1.5
MyList,GO Biological Processes,19,GO:0005996,monosaccharide metabolic process,19_GO:0009987 cellular process,-3,8.9,5.3,21160,206,46,4,8.7,4.2,15275|18597|56421|98660,Hk1|Pdha1|Pfkp|Atp1a2,-1.5
MyList,GO Biological Processes,19,GO:0007612,learning,19_GO:0032501 multicellular organismal process,-3,8.9,5.3,21160,206,46,4,8.7,4.2,17754|20614|98660|104015,Map1a|Snap25|Atp1a2|Synj1,-1.5
MyList,GO Biological Processes,19,GO:0010256,endomembrane system organization,19_GO:0009987 cellular process,-3,5.1,4.5,21160,539,46,6,13,5,11938|20168|20614|20910|22334|68585,Atp2a2|Rtn3|Snap25|Stxbp1|Vdac2|Rtn4,-1.5
MyList,GO Biological Processes,19,GO:0050905,neuromuscular process,19_GO:0032501 multicellular organismal process,-3,8.9,5.3,21160,207,46,4,8.7,4.2,12323|13385|15519|17754,Camk2b|Dlg4|Hsp90aa1|Map1a,-1.5
MyList,GO Biological Processes,19,GO:0009154,purine ribonucleotide catabolic process,19_GO:0009987 cellular process,-3,15,6.3,21160,92,46,3,6.5,3.6,15275|18293|56421,Hk1|Ogdh|Pfkp,-1.5
MyList,GO Biological Processes,19,GO:0051963,regulation of synapse assembly,19_GO:0032502 developmental process,-3,8.8,5.3,21160,209,46,4,8.7,4.2,13385|14674|20614|68585,Dlg4|Gna13|Snap25|Rtn4,-1.5
MyList,GO Biological Processes,19,GO:0051223,regulation of protein transport,19_GO:0051179 localization,-2.9,5,4.5,21160,550,46,6,13,5,14672|14682|14683|14687|15519|20614,Gna11|Gnaq|Gnas|Gnaz|Hsp90aa1|Snap25,-1.4
MyList,WikiPathways,27,WP662,Amino acid metabolism,,-2.9,14,6.1,21160,96,46,3,6.5,3.6,11429|18293|18597,Aco2|Ogdh|Pdha1,-1.4
MyList,GO Biological Processes,19,GO:0007269,neurotransmitter secretion,19_GO:0051179 localization,-2.9,14,6.1,21160,96,46,3,6.5,3.6,20614|20910|104015,Snap25|Stxbp1|Synj1,-1.4
MyList,GO Biological Processes,19,GO:0099643,signal release from synapse,19_GO:0051179 localization,-2.9,14,6.1,21160,96,46,3,6.5,3.6,20614|20910|104015,Snap25|Stxbp1|Synj1,-1.4
MyList,GO Biological Processes,19,GO:0010720,positive regulation of cell development,19_GO:0032502 developmental process,-2.9,4.9,4.4,21160,559,46,6,13,5,12323|13385|14683|15519|68585|104015,Camk2b|Dlg4|Gnas|Hsp90aa1|Rtn4|Synj1,-1.4
MyList,GO Biological Processes,19,GO:0006163,purine nucleotide metabolic process,19_GO:0009987 cellular process,-2.9,6.1,4.7,21160,374,46,5,11,4.6,11964|15275|18293|56421|98660,Atp6v1a|Hk1|Ogdh|Pfkp|Atp1a2,-1.4
MyList,GO Biological Processes,19,GO:0120032,regulation of plasma membrane bounded cell projection assembly,19_GO:0050789 regulation of biological process,-2.9,8.4,5.2,21160,218,46,4,8.7,4.2,15461|15519|22240|234267,Hras|Hsp90aa1|Dpysl3|Gpm6a,-1.4
MyList,Reactome Gene Sets,6,R-MMU-194315,Signaling by Rho GTPases,,-2.9,4.9,4.4,21160,562,46,6,13,5,13385|13424|14674|15519|19349|22152,Dlg4|Dync1h1|Gna13|Hsp90aa1|Rab7|Tubb3,-1.4
MyList,GO Biological Processes,19,GO:0060491,regulation of cell projection assembly,19_GO:0050789 regulation of biological process,-2.9,8.3,5.1,21160,221,46,4,8.7,4.2,15461|15519|22240|234267,Hras|Hsp90aa1|Dpysl3|Gpm6a,-1.4
MyList,GO Biological Processes,19,GO:0050821,protein stabilization,19_GO:0065007 biological regulation,-2.9,8.3,5.1,21160,221,46,4,8.7,4.2,14682|15519|20910|68585,Gnaq|Hsp90aa1|Stxbp1|Rtn4,-1.4
MyList,GO Biological Processes,19,GO:0048814,regulation of dendrite morphogenesis,19_GO:0032502 developmental process,-2.9,14,6,21160,100,46,3,6.5,3.6,12323|13385|65254,Camk2b|Dlg4|Dpysl5,-1.4
MyList,GO Biological Processes,19,GO:0051129,negative regulation of cellular component organization,19_GO:0048519 negative regulation of biological process,-2.9,4.1,4.2,21160,778,46,7,15,5.3,13385|17754|20910|22240|22334|65254|68585,Dlg4|Map1a|Stxbp1|Dpysl3|Vdac2|Dpysl5|Rtn4,-1.4
MyList,Reactome Gene Sets,6,R-MMU-5653656,Vesicle-mediated transport,,-2.9,4.9,4.4,21160,567,46,6,13,5,11771|11772|13424|18195|19349|22152,Ap2a1|Ap2a2|Dync1h1|Nsf|Rab7|Tubb3,-1.4
MyList,GO Biological Processes,19,GO:0009261,ribonucleotide catabolic process,19_GO:0009987 cellular process,-2.9,14,6,21160,101,46,3,6.5,3.6,15275|18293|56421,Hk1|Ogdh|Pfkp,-1.4
MyList,GO Biological Processes,19,GO:0051640,organelle localization,19_GO:0051179 localization,-2.9,4.8,4.3,21160,571,46,6,13,5,11938|13424|19349|20614|20910|104015,Atp2a2|Dync1h1|Rab7|Snap25|Stxbp1|Synj1,-1.4
MyList,GO Biological Processes,19,GO:0017157,regulation of exocytosis,19_GO:0051179 localization,-2.8,8.2,5.1,21160,225,46,4,8.7,4.2,11938|18195|19349|20910,Atp2a2|Nsf|Rab7|Stxbp1,-1.4
MyList,KEGG Pathway,24,mmu05142,Chagas disease - Mus musculus (house mouse),,-2.8,13,5.9,21160,103,46,3,6.5,3.6,14672|14682|14683,Gna11|Gnaq|Gnas,-1.4
MyList,Reactome Gene Sets,6,R-MMU-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",,-2.8,4.8,4.3,21160,577,46,6,13,5,13385|13424|14674|15519|19349|22152,Dlg4|Dync1h1|Gna13|Hsp90aa1|Rab7|Tubb3,-1.4
MyList,GO Biological Processes,19,GO:0006195,purine nucleotide catabolic process,19_GO:0009987 cellular process,-2.8,13,5.9,21160,104,46,3,6.5,3.6,15275|18293|56421,Hk1|Ogdh|Pfkp,-1.4
MyList,GO Biological Processes,19,GO:0006906,vesicle fusion,19_GO:0051179 localization,-2.8,13,5.9,21160,104,46,3,6.5,3.6,19349|20614|20910,Rab7|Snap25|Stxbp1,-1.4
MyList,GO Biological Processes,19,GO:1905475,regulation of protein localization to membrane,19_GO:0051179 localization,-2.8,8,5,21160,230,46,4,8.7,4.2,12322|12323|13385|15461,Camk2a|Camk2b|Dlg4|Hras,-1.3
MyList,GO Biological Processes,19,GO:0090174,organelle membrane fusion,19_GO:0009987 cellular process,-2.8,13,5.8,21160,106,46,3,6.5,3.6,19349|20614|20910,Rab7|Snap25|Stxbp1,-1.3
MyList,WikiPathways,27,WP539,Wnt signaling pathway,,-2.8,13,5.7,21160,108,46,3,6.5,3.6,12322|12323|13385,Camk2a|Camk2b|Dlg4,-1.3
MyList,GO Biological Processes,19,GO:0032787,monocarboxylic acid metabolic process,19_GO:0009987 cellular process,-2.8,4.6,4.2,21160,595,46,6,13,5,15275|18293|18597|18823|56421|269060,Hk1|Ogdh|Pdha1|Plp1|Pfkp|Dagla,-1.3
MyList,Reactome Gene Sets,6,R-MMU-76002,"Platelet activation, signaling and aggregation",,-2.7,7.7,4.9,21160,239,46,4,8.7,4.2,14672|14674|14682|269060,Gna11|Gna13|Gnaq|Dagla,-1.3
MyList,Reactome Gene Sets,6,R-MMU-3858494,Beta-catenin independent WNT signaling,,-2.7,12,5.6,21160,111,46,3,6.5,3.6,11771|11772|12322,Ap2a1|Ap2a2|Camk2a,-1.3
MyList,GO Biological Processes,19,GO:0046928,regulation of neurotransmitter secretion,19_GO:0051179 localization,-2.7,12,5.6,21160,112,46,3,6.5,3.6,11938|12322|20910,Atp2a2|Camk2a|Stxbp1,-1.3
MyList,Reactome Gene Sets,6,R-MMU-5673001,RAF/MAP kinase cascade,,-2.7,7.4,4.7,21160,250,46,4,8.7,4.2,12322|12323|13385|15461,Camk2a|Camk2b|Dlg4|Hras,-1.2
MyList,GO Biological Processes,19,GO:0060249,anatomical structure homeostasis,19_GO:0042592 homeostatic process,-2.7,7.3,4.7,21160,252,46,4,8.7,4.2,14683|17754|19349|26562,Gnas|Map1a|Rab7|Ncdn,-1.2
MyList,GO Biological Processes,19,GO:0001894,tissue homeostasis,19_GO:0042592 homeostatic process,-2.7,7.3,4.7,21160,252,46,4,8.7,4.2,14683|17754|19349|26562,Gnas|Map1a|Rab7|Ncdn,-1.2
MyList,Reactome Gene Sets,6,R-MMU-5684996,MAPK1/MAPK3 signaling,,-2.6,7.2,4.6,21160,256,46,4,8.7,4.2,12322|12323|13385|15461,Camk2a|Camk2b|Dlg4|Hras,-1.2
MyList,KEGG Pathway,24,mmu04722,Neurotrophin signaling pathway - Mus musculus (house mouse),,-2.6,11,5.4,21160,121,46,3,6.5,3.6,12322|12323|15461,Camk2a|Camk2b|Hras,-1.2
MyList,Reactome Gene Sets,6,R-MMU-8856688,Golgi-to-ER retrograde transport,,-2.6,11,5.3,21160,123,46,3,6.5,3.6,13424|18195|22152,Dync1h1|Nsf|Tubb3,-1.2
MyList,GO Biological Processes,19,GO:0072523,purine-containing compound catabolic process,19_GO:0009987 cellular process,-2.6,11,5.3,21160,123,46,3,6.5,3.6,15275|18293|56421,Hk1|Ogdh|Pfkp,-1.2
MyList,GO Biological Processes,19,GO:0007005,mitochondrion organization,19_GO:0009987 cellular process,-2.6,5.3,4.2,21160,434,46,5,11,4.6,12322|12799|15519|15525|22334,Camk2a|Cnp|Hsp90aa1|Hspa4|Vdac2,-1.2
MyList,GO Biological Processes,19,GO:0005975,carbohydrate metabolic process,19_GO:0009987 cellular process,-2.6,5.3,4.2,21160,434,46,5,11,4.6,15275|18293|18597|56421|98660,Hk1|Ogdh|Pdha1|Pfkp|Atp1a2,-1.2
MyList,Reactome Gene Sets,6,R-MMU-446203,Asparagine N-linked glycosylation,,-2.6,7,4.6,21160,261,46,4,8.7,4.2,13424|15275|18195|22152,Dync1h1|Hk1|Nsf|Tubb3,-1.2
MyList,GO Biological Processes,19,GO:0016052,carbohydrate catabolic process,19_GO:0009987 cellular process,-2.6,11,5.3,21160,124,46,3,6.5,3.6,15275|18293|56421,Hk1|Ogdh|Pfkp,-1.2
MyList,GO Biological Processes,19,GO:0051656,establishment of organelle localization,19_GO:0051179 localization,-2.6,5.3,4.2,21160,437,46,5,11,4.6,13424|19349|20614|20910|104015,Dync1h1|Rab7|Snap25|Stxbp1|Synj1,-1.2
MyList,KEGG Pathway,24,mmu04071,Sphingolipid signaling pathway - Mus musculus (house mouse),,-2.6,11,5.2,21160,126,46,3,6.5,3.6,14674|14682|15461,Gna13|Gnaq|Hras,-1.1
MyList,Reactome Gene Sets,6,R-MMU-9612973,Autophagy,,-2.6,11,5.2,21160,126,46,3,6.5,3.6,13424|22152|22334,Dync1h1|Tubb3|Vdac2,-1.1
MyList,KEGG Pathway,24,mmu04611,Platelet activation - Mus musculus (house mouse),,-2.6,11,5.2,21160,126,46,3,6.5,3.6,14674|14682|14683,Gna13|Gnaq|Gnas,-1.1
MyList,Reactome Gene Sets,6,R-MMU-1632852,Macroautophagy,,-2.6,11,5.2,21160,126,46,3,6.5,3.6,13424|22152|22334,Dync1h1|Tubb3|Vdac2,-1.1
MyList,GO Biological Processes,19,GO:0010959,regulation of metal ion transport,19_GO:0051179 localization,-2.6,5.2,4.2,21160,442,46,5,11,4.6,12322|14682|14683|18823|98660,Camk2a|Gnaq|Gnas|Plp1|Atp1a2,-1.1
MyList,GO Biological Processes,19,GO:0019362,pyridine nucleotide metabolic process,19_GO:0009987 cellular process,-2.6,11,5.2,21160,128,46,3,6.5,3.6,15275|18293|56421,Hk1|Ogdh|Pfkp,-1.1
MyList,GO Biological Processes,19,GO:0046496,nicotinamide nucleotide metabolic process,19_GO:0009987 cellular process,-2.6,11,5.2,21160,128,46,3,6.5,3.6,15275|18293|56421,Hk1|Ogdh|Pfkp,-1.1
MyList,KEGG Pathway,24,mmu04144,Endocytosis - Mus musculus (house mouse),,-2.6,6.8,4.5,21160,270,46,4,8.7,4.2,11771|11772|15461|19349,Ap2a1|Ap2a2|Hras|Rab7,-1.1
MyList,GO Biological Processes,19,GO:0030003,intracellular monoatomic cation homeostasis,19_GO:0042592 homeostatic process,-2.6,5.1,4.1,21160,448,46,5,11,4.6,11938|11964|19349|98660|235380,Atp2a2|Atp6v1a|Rab7|Atp1a2|Dmxl2,-1.1
MyList,GO Biological Processes,19,GO:0008306,associative learning,19_GO:0032501 multicellular organismal process,-2.5,11,5.1,21160,130,46,3,6.5,3.6,17754|20614|98660,Map1a|Snap25|Atp1a2,-1.1
MyList,GO Biological Processes,19,GO:0006816,calcium ion transport,19_GO:0051179 localization,-2.5,6.7,4.4,21160,274,46,4,8.7,4.2,11938|12322|12323|234267,Atp2a2|Camk2a|Camk2b|Gpm6a,-1.1
MyList,GO Biological Processes,19,GO:0051588,regulation of neurotransmitter transport,19_GO:0051179 localization,-2.5,10,5.1,21160,133,46,3,6.5,3.6,11938|12322|20910,Atp2a2|Camk2a|Stxbp1,-1.1
MyList,GO Biological Processes,19,GO:0001508,action potential,19_GO:0065007 biological regulation,-2.5,10,5.1,21160,133,46,3,6.5,3.6,14672|14682|98660,Gna11|Gnaq|Atp1a2,-1.1
MyList,Reactome Gene Sets,6,R-MMU-913531,Interferon Signaling,,-2.5,10,5.1,21160,133,46,3,6.5,3.6,12322|12323|22152,Camk2a|Camk2b|Tubb3,-1.1
MyList,GO Biological Processes,19,GO:0006873,intracellular monoatomic ion homeostasis,19_GO:0042592 homeostatic process,-2.5,5,4.1,21160,459,46,5,11,4.6,11938|11964|19349|98660|235380,Atp2a2|Atp6v1a|Rab7|Atp1a2|Dmxl2,-1.1
MyList,Reactome Gene Sets,6,R-MMU-5683057,MAPK family signaling cascades,,-2.5,6.6,4.4,21160,279,46,4,8.7,4.2,12322|12323|13385|15461,Camk2a|Camk2b|Dlg4|Hras,-1.1
MyList,GO Biological Processes,19,GO:0021761,limbic system development,19_GO:0032502 developmental process,-2.5,10,5,21160,135,46,3,6.5,3.6,18293|22348|98660,Ogdh|Slc32a1|Atp1a2,-1.1
MyList,KEGG Pathway,24,mmu04726,Serotonergic synapse - Mus musculus (house mouse),,-2.5,10,5,21160,136,46,3,6.5,3.6,14682|14683|15461,Gnaq|Gnas|Hras,-1.1
MyList,GO Biological Processes,19,GO:0007626,locomotory behavior,19_GO:0032501 multicellular organismal process,-2.5,6.5,4.4,21160,282,46,4,8.7,4.2,12799|13385|20614|98660,Cnp|Dlg4|Snap25|Atp1a2,-1.1
MyList,GO Biological Processes,19,GO:0007596,blood coagulation,19_GO:0032501 multicellular organismal process,-2.5,10,5,21160,137,46,3,6.5,3.6,14674|14683|20910,Gna13|Gnas|Stxbp1,-1.1
MyList,GO Biological Processes,19,GO:0050817,coagulation,19_GO:0032501 multicellular organismal process,-2.5,10,5,21160,137,46,3,6.5,3.6,14674|14683|20910,Gna13|Gnas|Stxbp1,-1.1
MyList,GO Biological Processes,19,GO:0072524,pyridine-containing compound metabolic process,19_GO:0009987 cellular process,-2.5,10,5,21160,138,46,3,6.5,3.6,15275|18293|56421,Hk1|Ogdh|Pfkp,-1
MyList,GO Biological Processes,19,GO:0098876,vesicle-mediated transport to the plasma membrane,19_GO:0051179 localization,-2.5,9.9,4.9,21160,139,46,3,6.5,3.6,12322|18195|19349,Camk2a|Nsf|Rab7,-1
MyList,KEGG Pathway,24,mmu04371,Apelin signaling pathway - Mus musculus (house mouse),,-2.5,9.9,4.9,21160,139,46,3,6.5,3.6,14674|14682|15461,Gna13|Gnaq|Hras,-1
MyList,GO Biological Processes,19,GO:0008015,blood circulation,19_GO:0032501 multicellular organismal process,-2.5,4.9,4,21160,472,46,5,11,4.6,14672|14674|14682|14683|98660,Gna11|Gna13|Gnaq|Gnas|Atp1a2,-1
MyList,GO Biological Processes,19,GO:0007599,hemostasis,19_GO:0065007 biological regulation,-2.5,9.9,4.9,21160,140,46,3,6.5,3.6,14674|14683|20910,Gna13|Gnas|Stxbp1,-1
MyList,GO Biological Processes,19,GO:0050767,regulation of neurogenesis,19_GO:0032502 developmental process,-2.5,4.9,4,21160,473,46,5,11,4.6,12323|13385|65254|68585|104015,Camk2b|Dlg4|Dpysl5|Rtn4|Synj1,-1
MyList,KEGG Pathway,24,mmu05017,Spinocerebellar ataxia - Mus musculus (house mouse),,-2.4,9.8,4.9,21160,141,46,3,6.5,3.6,11938|14682|22334,Atp2a2|Gnaq|Vdac2,-1
MyList,GO Biological Processes,19,GO:0048284,organelle fusion,19_GO:0009987 cellular process,-2.4,9.7,4.9,21160,142,46,3,6.5,3.6,19349|20614|20910,Rab7|Snap25|Stxbp1,-1
MyList,GO Biological Processes,19,GO:0015980,energy derivation by oxidation of organic compounds,19_GO:0009987 cellular process,-2.4,6.3,4.2,21160,293,46,4,8.7,4.2,11429|14683|18293|18597,Aco2|Gnas|Ogdh|Pdha1,-1
MyList,Reactome Gene Sets,6,R-MMU-199977,ER to Golgi Anterograde Transport,,-2.4,9.5,4.8,21160,145,46,3,6.5,3.6,13424|18195|22152,Dync1h1|Nsf|Tubb3,-0.99
MyList,GO Biological Processes,19,GO:0050773,regulation of dendrite development,19_GO:0032502 developmental process,-2.4,9.5,4.8,21160,146,46,3,6.5,3.6,12323|13385|65254,Camk2b|Dlg4|Dpysl5,-0.99
MyList,GO Biological Processes,19,GO:0006006,glucose metabolic process,19_GO:0009987 cellular process,-2.4,9.5,4.8,21160,146,46,3,6.5,3.6,15275|18597|56421,Hk1|Pdha1|Pfkp,-0.99
MyList,GO Biological Processes,19,GO:0032984,protein-containing complex disassembly,19_GO:0009987 cellular process,-2.4,9.4,4.8,21160,147,46,3,6.5,3.6,11938|18195|104015,Atp2a2|Nsf|Synj1,-0.98
